name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid,naf_officiel,activite_differe
DIDIER SARAH,07671,6820A,IND,,2019-09-03,0,D0FD3E22-02E8-EB11-BACB-0022489B9951,Location de logements,True
HELP ENTREPRISES,07674,8220Z,EURL,,2019-07-23,0,68F88229-02E8-EB11-BACB-0022489B9951,Activités de centres d'appels,True
FAAR PAYSAGE,07675,8130Z,EURL,Services d'aménagement paysager,2019-06-14,0,4968822F-02E8-EB11-BACB-0022489B9951,Services d'aménagement paysager ,True
STEPHANE ANTIER,07676,4332A,IND,,2019-06-14,0,6A378035-02E8-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
LAJOINIE HÉLÈNE,07678,1413Z,IND,,2019-05-24,0,8FC3C33B-02E8-EB11-BACB-0022489B9951,Fabrication de vêtements de dessus,True
MONTAGE BARDAGE COUVERTURE,07691,4399A,SAS,,2019-06-05,0,52755070-02E8-EB11-BACB-0022489B9951,Travaux d'étanchéification,True
BARRE,07837,1071C,IND,,2020-07-30,0,C1E42FBB-13E8-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
LEHOUX,07844,9511Z,EIRL,,2019-12-20,0,D42D19D6-13E8-EB11-BACB-0022489B9951,Réparation d'ordinateurs et d'équipements périphériques,True
INTUITIVE RECORDS,07848,5920Z,SARL,Enregistrement sonore et édition musicale,2019-12-23,0,22A09FE7-13E8-EB11-BACB-0022489B9951,Enregistrement sonore et édition musicale ,True
LEON,07851,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2019-10-09,0,5B5D9AF5-13E8-EB11-BACB-0022489B9951,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
EBAM,07858,4759B,SASU,,2019-12-18,0,FA01D10B-14E8-EB11-BACB-0022489B9951,Commerce de détail d'autres équipements du foyer,True
FINANCAM,07859,6420Z,EURL,,2019-12-18,0,45AFCB11-14E8-EB11-BACB-0022489B9951,Activités des sociétés holding,True
LA LIGERIENNE,07866,7022Z,SARL,Conseil,2019-09-30,0,2ABFE623-14E8-EB11-BACB-0022489B9951,Conseil pour les affaires et autres conseils de gestion,True
BODET MICHEL MANDATAIRE,07871,NAN,IND,,2020-07-16,0,483E8B37-14E8-EB11-BACB-0022489B9951,,True
SCI SAMODA,07887,6820A,SCI,,2019-09-27,0,F023157E-14E8-EB11-BACB-0022489B9951,Location de logements,True
CR BECKER,07889,7311Z,SAS,,2019-09-27,0,5C700D84-14E8-EB11-BACB-0022489B9951,Activités des agences de publicité,True
CHRONO MATERIAUX,07900,4673A,SAS,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2021-03-10,0,CA164AB6-14E8-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ,True
LJ FITNESS,07903,9312Z,SARL,,2019-12-17,0,86E692C2-14E8-EB11-BACB-0022489B9951,Activités de clubs de sports,True
ROISNE,07935,8690E,IND,Activités des professionnels de la rééducation,2019-10-31,0,A8E94F46-15E8-EB11-BACB-0022489B9951,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
PARC EVENTS RECEPTION,07980,7022Z,SARL,,2019-12-20,0,7D8E070F-16E8-EB11-BACB-0022489B9951,Conseil pour les affaires et autres conseils de gestion,True
RESTO ST MARTIN,07982,5610A,SARL,,2019-12-23,0,053B2115-16E8-EB11-BACB-0022489B9951,Restauration traditionnelle,True
RPC,07985,6820B,SCI,,2019-12-24,0,44B65B21-16E8-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
RPJCM,07986,6820B,SCI,,2019-12-24,0,FD356E27-16E8-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
CAMPAS ,07997,6619B,IND,Conseil en gestion de patrimoine,2019-12-20,1,87208551-16E8-EB11-BACB-0022489B9951,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",True
JK LOUNGE,08001,5610C,EURL,,2019-12-24,0,E5FA1E5E-16E8-EB11-BACB-0022489B9951,Restauration de type rapide,True
HU,08010,5630Z,EIRL,,2019-12-05,0,A87F5E85-16E8-EB11-BACB-0022489B9951,Débits de boissons,True
BABIN CHEVAYE,08035,6820B,SCI,,2020-07-25,0,44DCEAE3-16E8-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
ALMA,08052,6820B,SCI,,2020-02-04,0,3CB3DE2C-17E8-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
SERGENT,08065,6820B,SCI,,2020-01-24,0,2DAF3A5C-17E8-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
BARRAULT ,08122,4776Z,IND,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces",2020-02-28,1,41C69841-18E8-EB11-BACB-0022489B9951,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
APIFIT,08132,9313Z,SARL,,2020-06-26,0,7590AB5F-18E8-EB11-BACB-0022489B9951,Activités des centres de culture physique,True
LAROUSSE ,08143,8690D,IND,,2020-03-12,0,A46C9192-18E8-EB11-BACB-0022489B9951,Activités des infirmiers et des sages-femmes,True
MARINE IMMOBILIER,08146,6820B,SCI,,2020-04-30,0,7BB28998-18E8-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
MEDIMAIL,08163,NAN,SCI,,2020-04-16,0,848E31CF-18E8-EB11-BACB-0022489B9951,,True
MCU,08164,4711B,EURL,COMMERCE D'ALIMENTATION GENERALE                                                                    ,2020-06-03,0,1F9C2ED5-18E8-EB11-BACB-0022489B9951,Commerce d'alimentation générale,True
STURMA DUBUIS ,08178,IRPP,IND,,2020-04-07,0,9C2A8A12-19E8-EB11-BACB-0022489B9951,,True
F&M,08195,8129A,SAS,,2020-05-07,0,7237604D-19E8-EB11-BACB-0022489B9951,"Désinfection, désinsectisation, dératisation",True
DCB IMMO,08197,6820B,SCI,,,0,7559F159-19E8-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
TAKE OFF,08206,NAN,SASU,,2020-06-25,0,DE07F57B-19E8-EB11-BACB-0022489B9951,,True
RIBE FORMATION,08208,8559A,SAS,,2020-05-14,0,C6C21588-19E8-EB11-BACB-0022489B9951,Formation continue d'adultes,True
HOUSSIN,08211,8690B,IND,,2020-09-22,0,68E22890-19E8-EB11-BACB-0022489B9951,Laboratoires d'analyses médicales,True
BRUNEL ,08226,IRPP,IND,,2020-06-24,0,EC8CCACB-19E8-EB11-BACB-0022489B9951,,True
AUX PLAISIRS CARNES,08227,4722Z,SARL,,2020-06-05,0,FE8CCACB-19E8-EB11-BACB-0022489B9951,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,True
ESPACE CONSEILS ISOLATION GOUPIL,08239,4329A,EURL,,2020-06-30,0,2C3473F8-19E8-EB11-BACB-0022489B9951,Travaux d'isolation,True
LE BERRE PAYSAGE,08241,8130Z,EURL,,2020-11-17,0,0363A7FE-19E8-EB11-BACB-0022489B9951,Services d'aménagement paysager ,True
ZERO-ZERO,08266,9002Z,SASU,,2020-09-25,0,74BED84C-1AE8-EB11-BACB-0022489B9951,Activités de soutien au spectacle vivant,True
COMEBAM,08277,4765Z,SASU,,2020-10-31,0,224F3376-1AE8-EB11-BACB-0022489B9951,Commerce de détail de jeux et jouets en magasin spécialisé,True
LE FOURN'ILE,08319,1071C,SAS,,2020-12-23,0,BF3F7107-1BE8-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
PAE DEVELOPPEMENT,08329,7740Z,EURL,Location-bail de propriété intellectuelle,2020-09-30,0,02B5D825-1BE8-EB11-BACB-0022489B9951,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",True
SCIC LE CHÂTEAU SUR LA LOIRE,08340,5920Z,SAS,Enregistrement sonore et édition musicale,2021-01-04,0,E0B43650-1BE8-EB11-BACB-0022489B9951,Enregistrement sonore et édition musicale ,True
CHAUVET,08350,4332A,IND,Travaux de menuiserie bois et pvc,2021-02-26,0,52F72877-1BE8-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
CHAT' LON DE THE,08375,5610C,SARL,,2020-10-13,0,2E8FF7CE-1BE8-EB11-BACB-0022489B9951,Restauration de type rapide,True
CUISINES DE FRANCE,08388,4332A,EURL,,2020-09-30,0,66F5F602-1CE8-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
IMMOBILIERE LEBOUCHER,08390,6820B,SCI,,2020-09-30,0,6F09A40F-1CE8-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
LA CROIX DE BOIS,08391,6820B,SCI,,2020-09-30,0,9109A40F-1CE8-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
TAMPIER,08399,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2020-09-30,0,15B68930-1CE8-EB11-BACB-0022489B9951,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
THINON,08400,6820A,IND,,2020-10-13,0,87B5C837-1CE8-EB11-BACB-0022489B9951,Location de logements,True
LES GOURMANDISES DU NORD,08415,1071C,SARL,,2021-02-05,0,D0B6DF67-1CE8-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
VISAGE SCIENCE AND TECHNOLOGY,08446,6201Z,SAS,,2020-10-31,0,16B8CDE0-1CE8-EB11-BACB-0022489B9951,Programmation informatique,True
PAE BORDEAUX,08479,NAN,EURL,,2020-11-30,0,D25B1458-1DE8-EB11-BACB-0022489B9951,,True
PAE DUNKERQUE,08489,4312A,EURL,,2021-01-27,0,6774A47D-1DE8-EB11-BACB-0022489B9951,Travaux de terrassement courants et travaux préparatoires,True
CLAAS ARCHITECTES,08496,7111Z,SARL,Activités d'architecture,2020-12-09,7,1561D690-1DE8-EB11-BACB-0022489B9951,Activités d'architecture ,True
BARRE LMNP ,08497,NAN,IND,,2020-11-04,0,C05FF697-1DE8-EB11-BACB-0022489B9951,,True
PAE ANNECY,08500,4312A,EURL,,2021-03-29,0,B5B848A4-1DE8-EB11-BACB-0022489B9951,Travaux de terrassement courants et travaux préparatoires,True
PAE LE MANS SUD,08505,NAN,SARL,,2020-12-29,0,764842B6-1DE8-EB11-BACB-0022489B9951,,True
4J,08506,NAN,SARL,,2020-12-29,0,F47C46BC-1DE8-EB11-BACB-0022489B9951,,True
LES JARDINS D'ADONIS,08564,8130Z,SARL,Services d'aménagement paysager,2021-01-14,0,87746693-1EE8-EB11-BACB-0022489B9951,Services d'aménagement paysager ,True
LA BELLA SICILIA,08572,5610A,EURL,,2021-01-31,0,229C50B1-1EE8-EB11-BACB-0022489B9951,Restauration traditionnelle,True
AUVRET,08592,6820A,IND,,2021-01-31,0,46727105-1FE8-EB11-BACB-0022489B9951,Location de logements,True
ACLIMAT,08659,4322B,SARL,Travaux d installation d équipements thermiques et de climatisation,2021-06-14,0,EA5C22F5-1FE8-EB11-BACB-0022489B9951,Travaux d'installation d'équipements thermiques et de climatisation,True
CN LAFOREST,08671,1071C,SARL,,2021-02-22,0,36190237-20E8-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
SORNICLE,08695,8810A,IND,Aide à domicile,2021-03-12,1,96A738A9-20E8-EB11-BACB-0022489B9951,Aide à domicile  ,True
ESPACES DE VIE,08811,NAN,SAS,,2021-06-17,0,63FA1A7D-22E8-EB11-BACB-0022489B9951,,True
ALGINA,08812,NAN,SAS,,2021-06-18,0,D9071883-22E8-EB11-BACB-0022489B9951,,True
URBAN ET VEGETAL,08828,4776Z,SARL,"Commerce de détail de fleurs, plantes, graines, engrais",2021-06-14,1,50E901BF-22E8-EB11-BACB-0022489B9951,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
CBGL,08853,7820Z,SARL,Activités des agences de travail temporaire,2022-01-12,0,9DE9EA1E-23E8-EB11-BACB-0022489B9951,Activités des agences de travail temporaire ,True
KIDIMA,08911,NAN,SAS,,2022-03-30,0,805BDBEA-23E8-EB11-BACB-0022489B9951,,True
RACAUD,08924,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2021-06-18,0,8763B020-24E8-EB11-BACB-0022489B9951,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
DELAUNAY,08955,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2021-07-02,0,C9BD7898-24E8-EB11-BACB-0022489B9951,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
DUBRE-CHIRAT,095277,NAN,,,,0,D35F66E0-24E8-EB11-BACB-0022489B9951,,True
POIGNONEC TIPHANIE,099002,NAN,EURL,,,0,3B6066E0-24E8-EB11-BACB-0022489B9951,,True
DUPONT,099045,NAN,,,,0,916F63E6-24E8-EB11-BACB-0022489B9951,,True
BODO,099073,NAN,,,,0,EBB95BEC-24E8-EB11-BACB-0022489B9951,,True
PRONO,099074,NAN,,,,0,B80454F2-24E8-EB11-BACB-0022489B9951,,True
ESWIN CONSO,93384,NAN,,,,0,BFF946FE-24E8-EB11-BACB-0022489B9951,,True
ENTRE DEUX MERS,96414,NAN,,,,0,12094404-25E8-EB11-BACB-0022489B9951,,True
CANTET,99001,011A,IND,,,0,7B094404-25E8-EB11-BACB-0022489B9951,,True
AFPA LE MANS,AFPA,NAN,DIV,,,0,4249381C-25E8-EB11-BACB-0022489B9951,,True
GROUPE AGIR,AGIR,8291Z,,,,0,BFB65622-25E8-EB11-BACB-0022489B9951,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,True
DEMO CONNECT,CWEDEM,NAN,,,,0,17D96628-25E8-EB11-BACB-0022489B9951,,True
DEMO CLIENTS,CWEMOD,NAN,,,,0,8ED96628-25E8-EB11-BACB-0022489B9951,,True
DARBOUSSET,DAR001,NAN,,,,0,F4F76034-25E8-EB11-BACB-0022489B9951,,True
FRANCHISE,FRANCH,NAN,DIV,,,0,F94F7540-25E8-EB11-BACB-0022489B9951,,True
GIRARDEAU,GIRARD,NAN,DIV,,,0,4A507540-25E8-EB11-BACB-0022489B9951,,True
ASSURANCES 49,GPAAN,NAN,SAGEN,,,0,96507540-25E8-EB11-BACB-0022489B9951,,True
CABINET MARCE,MARCE,NAN,DIV,,,0,F69A6D46-25E8-EB11-BACB-0022489B9951,,True
MEILLEURS TAUX.COM,MEILLE,NAN,DIV,,,0,4F9B6D46-25E8-EB11-BACB-0022489B9951,,True
MPL,MPL001,NAN,,,,0,B349684C-25E8-EB11-BACB-0022489B9951,,True
REVINT,REVINT,4781Z,SARL,,,0,E5F46252-25E8-EB11-BACB-0022489B9951,Commerce de détail alimentaire sur éventaires et marchés,True
TERRENA,TERREN,NAN,SAGEN,,,0,F62E7964-25E8-EB11-BACB-0022489B9951,,True
AFFUTAGE OUTILLAGE SERVICE,00016,2562B,SARL,,,0,6FAAAA84-B0E7-EB11-BACB-0022489B9F4E,Mécanique industrielle,True
LEDUC JEAN ,00082,1820Z,SAS,,,0,4BDF9E9C-B0E7-EB11-BACB-0022489B9F4E,Reproduction d'enregistrements,True
S.D.C.,00099,NAN,,,,0,1BEC9BA2-B0E7-EB11-BACB-0022489B9F4E,,True
ARACT,00128,7022Z,ASS,,1989-09-27,0,6EDD6DBB-B0E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
LES MALHERBES,00191,6820B,SCI,,,0,E9E292C7-B0E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
CLAM,00198,6820B,SCI,,,0,0B5257CF-B0E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
PONCET OLIVIER ,00280,8621Z,IND,,,0,1EDB53E3-B0E7-EB11-BACB-0022489B9F4E,Activité des médecins généralistes,True
PACK'R,00403,2829A,SASU,"Fabrication d'équipements d'emballage, de conditionnement et de pesage",1900-01-01,0,F94DD108-B1E7-EB11-BACB-0022489B9F4E,"Fabrication d'équipements d'emballage, de conditionnement et de pesage ",True
SAGI,00416,2223Z,SAS,,2012-01-16,0,0C97C90E-B1E7-EB11-BACB-0022489B9F4E,Fabrication d'éléments en matières plastiques pour la construction,True
LA RUISSELEE,00430,8720A,ASS,Hébergement social pour handicapés mentaux et malades mentaux,1900-01-01,27,69DFC114-B1E7-EB11-BACB-0022489B9F4E,Hébergement social pour handicapés mentaux et malades mentaux ,True
TITARD,00445,4331Z,IND,,,0,124DFF1A-B1E7-EB11-BACB-0022489B9F4E,Travaux de plâtrerie,True
DI DONATO,00456,8690D,IND,,,0,3C4DFF1A-B1E7-EB11-BACB-0022489B9F4E,Activités des infirmiers et des sages-femmes,True
MAINFRAIS,00486,454A,SARL,,,0,14193D2E-B1E7-EB11-BACB-0022489B9F4E,,True
SOCIETE JOEL CAILLEAU,00492,4399C,SARL,,1994-03-23,0,1AEB3E34-B1E7-EB11-BACB-0022489B9F4E,Travaux de maçonnerie générale et gros œuvre de bâtiment,True
ALLO CHRONO COURSES,00497,4941B,SASU,,,0,B1EC3E34-B1E7-EB11-BACB-0022489B9F4E,Transports routiers de fret de proximité,True
ATLANTIQUE PROTECTION CONFORT +,00503,515F,SAS,,,0,70B46840-B1E7-EB11-BACB-0022489B9F4E,,True
GILMAR,00506,4332A,EURL,Travaux de menuiserie bois et pvc,1900-01-01,0,9BB46840-B1E7-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
S2M,00509,4332A,SAS,,,0,3F739546-B1E7-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
GGG,00513,4332A,SARL,,,0,31BA8D4C-B1E7-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
RMA,00515,4332A,SAS,,,0,E889CD52-B1E7-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
ACM,00666,4672Z,EURL,Prise de participations et prestations de services à ses filiales,1900-01-01,1,6AA52D6D-B1E7-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) de minerais et métaux,True
TAXI MULTICOURSES,00675,4932Z,SARL,,,0,CB768C73-B1E7-EB11-BACB-0022489B9F4E,Transports de voyageurs par taxis,True
SFPB,00682,6420Z,SAS,,,0,F0488E79-B1E7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
FLORY DEVELOPPEMENT,00683,741J,SAS,,,0,A1678B7F-B1E7-EB11-BACB-0022489B9F4E,,True
IMATHERM,00686,4322B,SARL,,,0,45B08385-B1E7-EB11-BACB-0022489B9F4E,Travaux d'installation d'équipements thermiques et de climatisation,True
PORTEJOIE GILLES,00687,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",1900-01-01,0,17B18385-B1E7-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
PHIPA,00702,7420Z,EURL,,,0,1F687B91-B1E7-EB11-BACB-0022489B9F4E,Activités photographiques,True
ARTEMIS,00711,7112B,SARL,,,0,C772D597-B1E7-EB11-BACB-0022489B9F4E,"Ingénierie, études techniques",True
BP FER,00718,4332B,SARL,,,0,F889D29D-B1E7-EB11-BACB-0022489B9F4E,Travaux de menuiserie métallique et serrurerie,True
BBA,00723,6820B,SARL,,,0,E933ECA3-B1E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
HULIN,00732,6820B,IND,,,0,E1DE47B3-B1E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
SCOP JO BITHUME ,00753,9001Z,SARL,,2004-01-01,0,4FC616C2-B1E7-EB11-BACB-0022489B9F4E,Arts du spectacle vivant,True
PETITS LARDONS,00758,151F,SARL,,,0,F8ACD1C9-B1E7-EB11-BACB-0022489B9F4E,,True
JONCHERE,00796,5610A,IND,,,0,ACC8EAD5-B1E7-EB11-BACB-0022489B9F4E,Restauration traditionnelle,True
MT2A,00844,3101Z,SA,,,0,31B568F4-B1E7-EB11-BACB-0022489B9F4E,Fabrication de meubles de bureau et de magasin,True
CREA-OUEST,00863,222J,SARL,,,0,E352C502-B2E7-EB11-BACB-0022489B9F4E,,True
COCADIN DOMINIQUE,00875,3312Z,IND,,,0,1AE9C10E-B2E7-EB11-BACB-0022489B9F4E,Réparation de machines et équipements mécaniques,True
AFGA,00901,NAN,SAGEN,,,0,7559CA1A-B2E7-EB11-BACB-0022489B9F4E,,True
BEUCHER,00917,4520A,SARL,,,0,C953BD26-B2E7-EB11-BACB-0022489B9F4E,Entretien et réparation de véhicules automobiles légers,True
ARCHAP,00920,6820B,SCI,,,0,C60B852D-B2E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
DATOM,00942,6312Z,EURL,,,0,49B96F45-B2E7-EB11-BACB-0022489B9F4E,Portails Internet,True
LA GRANGE FLEURIE,00964,4776Z,SARL,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces",2002-01-30,0,A6E0505D-B2E7-EB11-BACB-0022489B9F4E,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
BRAZILLE JEAN-PAUL,00979,5320Z,IND,,,0,34B3B56F-B2E7-EB11-BACB-0022489B9F4E,Autres activités de poste et de courrier,True
SEVIN,00981,4520A,IND,,1999-02-25,0,64B3B56F-B2E7-EB11-BACB-0022489B9F4E,Entretien et réparation de véhicules automobiles légers,True
SORIN PAUL ,00983,4661Z,SARL,,1999-03-01,0,5C5EB075-B2E7-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) de matériel agricole,True
FERRAND,01034,9602A,IND,,,0,55C180B8-B2E7-EB11-BACB-0022489B9F4E,Coiffure,True
MGM,01040,741G,SARL,,1999-10-27,0,C1C280B8-B2E7-EB11-BACB-0022489B9F4E,,True
LEPROUX,01042,6820B,SCI,,1999-10-28,0,8D6C7BBE-B2E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
GARMO,01091,6820B,SCI,,2014-02-20,0,695551E8-B2E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
CVP,01109,NAN,SA,,,0,8BA7A3F4-B2E7-EB11-BACB-0022489B9F4E,,True
BNOSM,01121,722Z,SARL,,2000-06-01,0,D3FD9800-B3E7-EB11-BACB-0022489B9F4E,,True
SUPPORT R CLUB,01137,9499Z,ASS,,2000-06-19,0,65EFAA0C-B3E7-EB11-BACB-0022489B9F4E,Autres organisations fonctionnant par adhésion volontaire,True
SOFIMH,01138,7410Z,SARL,,,0,C899A512-B3E7-EB11-BACB-0022489B9F4E,Activités spécialisées de design,True
CROEGAERT NATACHA,01146,7120A,IND,,2000-08-24,0,98B0C120-B3E7-EB11-BACB-0022489B9F4E,Contrôle technique automobile,True
A.S.M,01147,4649Z,SARL,,2000-07-01,0,BEB0C120-B3E7-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) d'autres biens domestiques ,True
FAROS,01149,7410Z,SAS,,,0,CFF6D428-B3E7-EB11-BACB-0022489B9F4E,Activités spécialisées de design,True
SOFINTHER,01181,4674B,SAS,,2001-01-30,0,4CC3EE46-B3E7-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,True
ENTREPRISE LAURENT PINEAU,01190,4333Z,EURL,,2001-02-16,0,F6B7E152-B3E7-EB11-BACB-0022489B9F4E,Travaux de revêtement des sols et des murs,True
2CJV,01194,NAN,SCI,,2001-03-08,0,5EB9E152-B3E7-EB11-BACB-0022489B9F4E,,True
JONQUILLES,01198,6820A,SCI,,2001-03-21,0,7CFED958-B3E7-EB11-BACB-0022489B9F4E,Location de logements,True
CLASS AUTOMOBILES,01199,4511Z,SARL,,2001-03-21,0,3D48D25E-B3E7-EB11-BACB-0022489B9F4E,Commerce de voitures et de véhicules automobiles légers,True
SDAP,01200,6420Z,SA,,,0,CC49D25E-B3E7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
RICARD MARIANNA,01213,851C,IND,,,0,4A91CA64-B3E7-EB11-BACB-0022489B9F4E,,True
FINANCIERE FOCH PATRIMOINE,01223,7022Z,SARL,,2001-05-21,0,89E5BF70-B3E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
PORT MARTIN,01228,8219Z,SCM,,2001-06-15,0,4A2FB876-B3E7-EB11-BACB-0022489B9F4E,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",True
CAPAUDIT,01234,7022Z,SARL,,2001-08-03,0,8384AD82-B3E7-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
VIDUNET COM,01245,6311Z,SARL,,2001-11-05,0,8878A08E-B3E7-EB11-BACB-0022489B9F4E,"Traitement de données, hébergement et activités connexes",True
PIETTE JONATHAN,01250,524W,IND,,2001-11-13,0,FE79A08E-B3E7-EB11-BACB-0022489B9F4E,,True
ASSO COMMERCANTS CHOLET,01267,9499Z,ASS,,2001-12-12,0,7F889D94-B3E7-EB11-BACB-0022489B9F4E,Autres organisations fonctionnant par adhésion volontaire,True
SOGIM,01281,6420Z,EURL,,2002-01-23,0,10BB91AC-B3E7-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
DU PERRAY,01283,6820A,SCI,,2002-01-15,0,FC048AB2-B3E7-EB11-BACB-0022489B9F4E,Location de logements,True
LEON,01286,1071D,IND,,2002-02-12,0,9B4C82B8-B3E7-EB11-BACB-0022489B9F4E,Pâtisserie,True
AJCH,01301,6820B,SCI,,2002-03-20,0,9F976AD0-B3E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
WEIBEL Bérangère,01308,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2002-04-09,0,B28B5DDC-B3E7-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
PAULA,01312,4771Z,EURL,,2003-03-11,0,67D355E2-B3E7-EB11-BACB-0022489B9F4E,Commerce de détail d'habillement en magasin spécialisé,True
LES BAYONNELLES,01313,6820B,SCI,,2002-05-01,0,E67D50E8-B3E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
MENARD PHILIPPE,01349,6810Z,EURL,,2002-09-16,0,62EF3F00-B4E7-EB11-BACB-0022489B9F4E,Activités des marchands de biens immobiliers,True
BLANQUEFORT,01356,8690D,IND,,2002-10-01,0,0F58480C-B4E7-EB11-BACB-0022489B9F4E,Activités des infirmiers et des sages-femmes,True
MORANCAIS,01373,9602A,IND,,2002-12-02,0,9DF7351E-B4E7-EB11-BACB-0022489B9F4E,Coiffure,True
DEMOS,01378,NAN,SA,,2002-12-16,0,23063324-B4E7-EB11-BACB-0022489B9F4E,,True
HOEL PATRICK,01394,8622C,IND,,2003-02-21,0,5E2A143C-B4E7-EB11-BACB-0022489B9F4E,Autres activités des médecins spécialistes,True
FELLINI FOCH,01395,6820B,SCI,,2003-03-10,0,51D40E42-B4E7-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
BETI,01401,7112B,SARL,,2003-03-24,0,AD1D0748-B4E7-EB11-BACB-0022489B9F4E,"Ingénierie, études techniques",True
CZINOMAT PROTHETIQUE,01406,331B,EURL,,,0,C8ACF753-B4E7-EB11-BACB-0022489B9F4E,,True
