name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid,naf_officiel,activite_differe
CLARHOLDING,08071,8211Z,SASU,,2020-01-21,0,23B3D079-17E8-EB11-BACB-0022489B9F4E,Services administratifs combinés de bureau,True
ISOL ECO OUEST,08079,4329A,SAS,,2020-06-30,0,807FAC97-17E8-EB11-BACB-0022489B9F4E,Travaux d'isolation,True
LA PAIX,08084,NAN,SAS,,2020-01-30,0,271E9AA9-17E8-EB11-BACB-0022489B9F4E,,True
CALLIMMO,08095,6820B,SCI,,2020-02-25,0,9E6DCCD9-17E8-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
BOUCHERIE DES HALLES,08102,NAN,SARL,,2020-06-09,0,D0D4B3F2-17E8-EB11-BACB-0022489B9F4E,,True
LEGAGNEUX,08133,1071C,EURL,,2020-02-25,0,CD3E5C6A-18E8-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
FRECHET,08210,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2020-05-28,0,ACDBEC8A-19E8-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
ALL MONTAGES STRUCTURES,08216,NAN,EURL,,2020-06-03,0,7324D5A2-19E8-EB11-BACB-0022489B9F4E,,True
RENIEL,08232,NAN,IND,,2020-09-01,0,5AD996D8-19E8-EB11-BACB-0022489B9F4E,,True
MDB PROPERTIES,08235,6810Z,SASU,Marchand de biens immobiliers,2024-04-25,0,67918EE4-19E8-EB11-BACB-0022489B9F4E,Activités des marchands de biens immobiliers,True
EPICERIE DE LA SOURCE,08237,4729Z,SARL,Autres commerces de détail alimentaires en magasin spécialisé,2020-06-30,0,318381F0-19E8-EB11-BACB-0022489B9F4E,Autres commerces de détail alimentaires en magasin spécialisé ,True
VIALLARD ,08240,6820A,IND,,2020-07-01,0,3CD976FC-19E8-EB11-BACB-0022489B9F4E,Location de logements,True
FOUGERAY AIDE MULTISERVICES PAIE,08244,NAN,EURL,,,0,FA14620E-1AE8-EB11-BACB-0022489B9F4E,,True
AFLM PATRIMOINE,08254,6820B,SCI,,2020-06-29,0,4331A026-1AE8-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
MAISON FLORES,08261,4776Z,SARL,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces",2020-07-13,0,3808A838-1AE8-EB11-BACB-0022489B9F4E,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
TWIGGY SIZE PRODUCTIONS,08267,5911A,SASU,Production de films et de programmes pour la télévision,2020-09-25,0,C68E8B50-1AE8-EB11-BACB-0022489B9F4E,Production de films et de programmes pour la télévision ,True
A2O-CONSULTING,08295,7022Z,EURL,,2020-07-13,0,33021CB0-1AE8-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
COULIOU,08332,6820A,IND,,2020-07-30,0,ED485830-1BE8-EB11-BACB-0022489B9F4E,Location de logements,True
JK BARBER,08335,NAN,SARL,,2020-09-04,0,329E123E-1BE8-EB11-BACB-0022489B9F4E,,True
DOMED,08343,8810A,SAS,Aide à domicile,2020-08-21,0,70A2655C-1BE8-EB11-BACB-0022489B9F4E,Aide à domicile  ,True
PILON KASSANDRA,08364,NAN,EIRL,,2020-10-22,0,169D4AA8-1BE8-EB11-BACB-0022489B9F4E,,True
MC CREA,08366,7410Z,EURL,,2020-10-14,0,BE3551AE-1BE8-EB11-BACB-0022489B9F4E,Activités spécialisées de design,True
PAE NANTES SUD,08380,4312A,EURL,,2020-09-30,0,DE2011E6-1BE8-EB11-BACB-0022489B9F4E,Travaux de terrassement courants et travaux préparatoires,True
PAE TOURS,08387,4312A,SARL,,2020-09-30,0,CCEBEC03-1CE8-EB11-BACB-0022489B9F4E,Travaux de terrassement courants et travaux préparatoires,True
FINANCIERE LEBOUCHER,08389,6420Z,SARL,,2020-09-30,0,FC97E709-1CE8-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
TY-NID,08395,4332A,SAS,Travaux de menuiserie bois et pvc,2020-11-04,0,FD1BCB21-1CE8-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
SOCIETE V&J,08406,4711C,SAS,Commerce d'alimentation générale,2020-09-30,0,C358A645-1CE8-EB11-BACB-0022489B9F4E,Supérettes,True
EMEGA,08411,1071C,SARL,Boulangerie pâtisserie,2024-10-25,15,65C6955D-1CE8-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
G ELEC,08425,4321A,EURL,,2020-10-31,0,91506F93-1CE8-EB11-BACB-0022489B9F4E,Travaux d'installation électrique dans tous locaux,True
PAYSAGES & EAUX,08432,4312A,EURL,,2020-10-26,0,1F9A57AB-1CE8-EB11-BACB-0022489B9F4E,Travaux de terrassement courants et travaux préparatoires,True
CHOUQUETTES ET GOURMANDISES,08437,NAN,SARL,,2021-01-31,0,DC5F4CBD-1CE8-EB11-BACB-0022489B9F4E,,True
IDEA CUISINE,08466,4332A,EURL,Travaux de menuiserie bois et pvc,2021-01-08,1,B9DE5B2F-1DE8-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
HOLDING LR,08480,NAN,SCP,,2020-11-30,0,55543060-1DE8-EB11-BACB-0022489B9F4E,,True
ROGGWILLER,08488,NAN,EIRL,,2020-10-31,0,A64B1678-1DE8-EB11-BACB-0022489B9F4E,,True
DEKENS,08501,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2020-11-30,0,751BE2A7-1DE8-EB11-BACB-0022489B9F4E,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
TP ENVIRONNEMENT,08504,NAN,SARL,,2020-12-29,0,E071D7B3-1DE8-EB11-BACB-0022489B9F4E,,True
AUX DELICES BELINOIS,08530,1071C,EURL,,2020-12-11,0,6CADB816-1EE8-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
ELOE,08567,7022Z,SASU,Conseils en assurances et gestion de sinistres,2021-06-16,0,14814C9B-1EE8-EB11-BACB-0022489B9F4E,Conseil pour les affaires et autres conseils de gestion,True
PKW72,08575,5610C,SARL,,2021-04-08,0,FCEC25B9-1EE8-EB11-BACB-0022489B9F4E,Restauration de type rapide,True
LAMTAGA,08587,6420Z,SAS,,2021-05-31,0,F362ECEE-1EE8-EB11-BACB-0022489B9F4E,Activités des sociétés holding,True
ESCALANJOU,08604,4673A,EURL,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2021-09-30,0,79A94927-1FE8-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ,True
LES JULES,08612,NAN,SCI,,2021-02-25,0,E3E5B645-1FE8-EB11-BACB-0022489B9F4E,,True
AUX DELICES DE LA GARE,08626,1071C,SARL,BOULANGERIE-PATISSERIE                                                                              ,2021-01-28,0,9AC07F7B-1FE8-EB11-BACB-0022489B9F4E,Boulangerie et boulangerie-pâtisserie,True
DILYS-ISELI,08641,NAN,SARL,,2021-02-25,0,42FB34B7-1FE8-EB11-BACB-0022489B9F4E,,True
ASSO ACCUEILLIR AUTREMENT,08649,8790A,ASS,Hébergement social pour enfants en difficultés,2021-03-13,0,802716CF-1FE8-EB11-BACB-0022489B9F4E,Hébergement social pour enfants en difficultés ,True
REVE D’EXTERIEUR,08675,NAN,SASU,,2021-05-31,0,CBFB8246-20E8-EB11-BACB-0022489B9F4E,,True
NOWACKI PAYSAGE,08683,8130Z,EURL,,2021-03-15,0,1D4F6864-20E8-EB11-BACB-0022489B9F4E,Services d'aménagement paysager ,True
JARDINS DES 3 PROVINCES,08689,8130Z,EURL,Services d'aménagement paysager,2021-05-31,2,D5A64D82-20E8-EB11-BACB-0022489B9F4E,Services d'aménagement paysager ,True
HTD,08692,NAN,SC,,2021-03-13,0,4A153D9A-20E8-EB11-BACB-0022489B9F4E,,True
LYON CREATEURS D'EXTERIEURS,08697,4312A,SASU,Terrassement et travaux paysagers,2021-06-29,0,7AFD22B2-20E8-EB11-BACB-0022489B9F4E,Travaux de terrassement courants et travaux préparatoires,True
BELLEMJOGA,08727,NAN,EURL,,2021-09-13,0,48D2A523-21E8-EB11-BACB-0022489B9F4E,,True
YOG EVENT,08731,9319Z,SAS,,2021-05-19,0,E764962F-21E8-EB11-BACB-0022489B9F4E,Autres activités liées au sport,True
EBENE ET COMPAGNIE,08747,4332A,EURL,Travaux de menuiserie bois et pvc,2021-04-01,0,60B43589-21E8-EB11-BACB-0022489B9F4E,Travaux de menuiserie bois et PVC,True
BRIANDAIS,08749,5510Z,SAS,Hôtels et hébergement similaire,2021-05-28,8,80FD2D8F-21E8-EB11-BACB-0022489B9F4E,Hôtels et hébergement similaire ,True
CREACTIV GRAPHISME,08758,1813Z,EURL,Activités de pré-presse,2021-06-21,1,DA2515B3-21E8-EB11-BACB-0022489B9F4E,Activités de pré-presse ,True
ARTCO,08810,NAN,SAS,,2021-06-17,0,3DA65B78-22E8-EB11-BACB-0022489B9F4E,,True
IBM IMMO,08814,NAN,SCI,,2021-06-18,0,473C4C84-22E8-EB11-BACB-0022489B9F4E,,True
SARL TECHNIGRAPH,08834,1813Z,SARL,Activités de pré-presse,2022-04-28,10,6EFCFAD1-22E8-EB11-BACB-0022489B9F4E,Activités de pré-presse ,True
KERNAOU,08840,5520Z,SAS,Hébergement touristique et autre hébergement de courte durée,2021-07-27,0,7F81DEE9-22E8-EB11-BACB-0022489B9F4E,Hébergement touristique et autre hébergement de courte durée ,True
SNVR,08881,6820B,SCI,,2021-05-28,0,EA81297F-23E8-EB11-BACB-0022489B9F4E,Location de terrains et d'autres biens immobiliers,True
ATLANTIQUE DISTRIBUTION MATERIEL ,08922,NAN,SAS,,2021-06-23,0,06A5B914-24E8-EB11-BACB-0022489B9F4E,,True
LES TERREAUX D'ANJOU,08923,4776Z,EURL,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces",2021-07-05,0,6BECB11A-24E8-EB11-BACB-0022489B9F4E,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
JOLIVET MACONNERIE,08931,4399C,SARL,Travaux de maçonnerie générale et gros oeuvre de bâtiment,2021-11-24,0,88E29438-24E8-EB11-BACB-0022489B9F4E,Travaux de maçonnerie générale et gros œuvre de bâtiment,True
INTERNET WIRELESS SYSTEM,08967,NAN,SARL,,2022-10-24,0,44F10BC2-24E8-EB11-BACB-0022489B9F4E,,True
DE SARRAZIN,093385,NAN,,,,0,E19AF6D9-24E8-EB11-BACB-0022489B9F4E,,True
SCI PROMAT,2053,702C,SCI,,,0,6204D0F7-24E8-EB11-BACB-0022489B9F4E,,True
JEAN PAUL BRULON,90781,NAN,,,,0,9B06D0F7-24E8-EB11-BACB-0022489B9F4E,,True
91ALC,91ALC,NAN,DIV,,,0,01AFCAFD-24E8-EB11-BACB-0022489B9F4E,,True
yotanka,95276,NAN,,,,0,0BB2CAFD-24E8-EB11-BACB-0022489B9F4E,,True
MULOCHOT,9GAA,6820A,IND,,,0,DD7CA61B-25E8-EB11-BACB-0022489B9F4E,Location de logements,True
CIO NANTES,CIO44,NAN,DIV,,,0,99C69E21-25E8-EB11-BACB-0022489B9F4E,,True
DAALLEGE,DAALL,NAN,,,,0,27B8912D-25E8-EB11-BACB-0022489B9F4E,,True
DABNC,DABNC,NAN,,,,0,B0B9912D-25E8-EB11-BACB-0022489B9F4E,,True
DASCI,DASCI,NAN,,,,0,23658C33-25E8-EB11-BACB-0022489B9F4E,,True
DEMO PAIE,DEMO,6920Z,,,,0,69AB8439-25E8-EB11-BACB-0022489B9F4E,Activités comptables,True
PARTNER COMMERCE ENTREPRISE 72,PARTNE,6831Z,SARL,,,0,48876D4B-25E8-EB11-BACB-0022489B9F4E,Agences immobilières,True
recup,RECUP,NAN,,,,0,78CD6551-25E8-EB11-BACB-0022489B9F4E,,True
RILE,RILE,NAN,SAGEN,,,0,9C155E57-25E8-EB11-BACB-0022489B9F4E,,True
R SANTE CONSOLIDE,RSANTE,4646Z,,,,0,35175E57-25E8-EB11-BACB-0022489B9F4E,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,True
savina rep,SAVINA,NAN,,,,0,3E5E565D-25E8-EB11-BACB-0022489B9F4E,,True
SOCIETE GENERALE,STEGEN,NAN,DIV,,,0,0460565D-25E8-EB11-BACB-0022489B9F4E,,True
plan comptable,XXXXXX,NAN,,,,0,A1EE4669-25E8-EB11-BACB-0022489B9F4E,,True
ZINTEGRE,ZINTEG,NAN,,,,0,31F04669-25E8-EB11-BACB-0022489B9F4E,,True
91FRG,ZZZFRG,1013B,SARL,,,0,82E13975-25E8-EB11-BACB-0022489B9F4E,Charcuterie,True
AZUL,12997,6820B,,Gestion immobilière,2024-02-22,0,406433D5-2FCF-EE11-9078-0022489C57F7,Location de terrains et d'autres biens immobiliers,True
L.V Motors & Legends,12999,4511Z,,Négoce de véhicules neufs et d'occasion,2024-04-26,0,DC951162-37CF-EE11-9078-0022489C57F7,Commerce de voitures et de véhicules automobiles légers,True
PERCHE FERMETURES,11056,4332A,SASU,Travaux de menuiserie bois et pvc,2022-06-15,3,ACCF1AEE-7AE2-EC11-BB3C-0022489C8D38,Travaux de menuiserie bois et PVC,True
SZEREDA HELENE,11037,7111Z,SELARL,Auto entrepreneur,2024-02-21,0,B39C5072-79DB-EC11-BB3D-0022489D3B3D,Activités d'architecture ,True
FRANCOIS FIALA,11177,IRPP,IND,Particulier,2022-07-06,0,8A27357C-1FF9-EC11-BB3D-0022489DF526,,True
GUECHAICHIA NOURREDDINE,13853,6820A,,Loueur en meublé non professionnel,2025-03-10,0,84B15714-AADF-EF11-8EE9-0022489E6F72,Location de logements,True
FROMAGERIE CREME ANGERS,13855,NAN,,"Commerce de vente de fromage, épicerie fine, cave à vins.",2025-04-22,0,D98002FF-D4DF-EF11-8EE9-0022489E6F72,,True
CH'TI BREIZH GMG,13303,5610A,,Restaurant,2025-01-20,11,F404B84C-D033-EF11-8409-0022489EA3C8,Restauration traditionnelle,True
LES SAVEURS DE PARIGNE,13315,1071C,,Boulangerie Patisserie,2024-09-09,3,F7E5BB1A-8134-EF11-8409-0022489EA3C8,Boulangerie et boulangerie-pâtisserie,True
PEGASE HIPPO HORSE,13329,4778C,,Commerce de détail à l'exception des automobiles et des motocycles,2024-09-05,0,165A7015-4039-EF11-8409-0022489EA3C8,Autres commerces de détail spécialisés divers,True
BOUHAROUN ET BOURAHLA TRANSPORT,13285,4941A,,Transport Express Professionnel,2024-07-29,1,3C9E014B-BC2F-EF11-840A-0022489EA3C8,Transports routiers de fret interurbains,True
TORREFACTION LE PILORI,13366,NAN,,Autres commerces de détail alimentaires en magasin spécialisé,2024-07-26,1,70D4868C-2B48-EF11-BFE2-0022489EABB6,,True
MGC INVEST,13053,7010Z,,Holding,2024-09-27,0,43715946-64DD-EE11-904B-0022489F7FB1,Activités des sièges sociaux,True
JEDYS 2,13134,6630Z,,Gestion Immobilière,2024-09-09,0,41619808-27F3-EE11-904B-0022489F7FB1,Gestion de fonds,True
C'VET,13077,0000Z,,Clinique vétérinaire,2024-06-12,12,E207DE74-06E5-EE11-904C-0022489F7FB1,,True
MAJU IMMO,13088,6810Z,,Marchand de biens,2025-04-08,0,6D67DFCB-CDE6-EE11-904C-0022489F7FB1,Activités des marchands de biens immobiliers,True
MLG'ID,13145,4778C,,"Boutique de cadeaux, souvenirs, produits locaux",2024-05-16,0,507C7A92-08F8-EE11-A1FD-0022489F7FB1,Autres commerces de détail spécialisés divers,True
LE RELAIS,13117,5710A,,"Hôtel, restaurant, traiteur",2025-03-26,12,1442EF6A-85EB-EE11-A203-0022489F7FB1,,True
ALBESS,13522,7010Z,,Holding,2024-09-29,1,23E1F2DE-1F74-EF11-A670-002248A166CD,Activités des sièges sociaux,True
4A2,13537,6820B,,Location immobilière,2024-09-30,0,A4850035-0475-EF11-A670-002248A166CD,Location de terrains et d'autres biens immobiliers,True
BEAUTE NATURELLE D'ELODIE,13004,9602B,,SOINS DE BEAUTE,2024-04-27,1,80E37DEB-E9CF-EE11-9078-002248A20DFD,Soins de beauté,True
JUST SHOW TIME,13177,9002Z,,Prestations techniques liés à la régie générale,2024-05-16,0,5B6BF80C-F802-EF11-9F89-002248A3CDF6,Activités de soutien au spectacle vivant,True
TEMPETE,13181,9002Z,,"Régie générale, direction technique et d'évènements en tous genres",2024-05-13,0,183F8EA7-9603-EF11-9F89-002248A3CDF6,Activités de soutien au spectacle vivant,True
POLA PLAY,13183,9002Z,,Régie générale,2024-05-13,0,3ABB76F3-9A03-EF11-9F89-002248A3CDF6,Activités de soutien au spectacle vivant,True
OMBRE,13185,9002Z,,Régie générale,2024-05-13,0,EF45C73C-A103-EF11-9F89-002248A3CDF6,Activités de soutien au spectacle vivant,True
FNTBOIS,13191,0220Z,,Négoce de bois,2024-05-28,0,A5879316-0E06-EF11-9F89-002248A3CDF6,Exploitation forestière,True
Sylvie GATTA,13158,6820A,,LMPN,2024-04-22,0,71EF7090-5FFE-EE11-A1FE-002248A3CDF6,Location de logements,True
QIU JAMES,12728,5630Z,,Bar Tabac Presse,2024-02-19,2,C3B2FF55-8C7C-EE11-8179-002248A401D1,Débits de boissons,True
SAINTONGE PROVENCE,12736,6820B,,Location immobilière,2024-02-27,0,88D68184-537E-EE11-8179-002248A401D1,Location de terrains et d'autres biens immobiliers,True
SAUVAGE GWENAEL,12745,4391A,,"Charpentier, couvreur",2024-02-07,0,5C7E1A18-D67F-EE11-8179-002248A401D1,Travaux de charpente,True
CGAT,12752,7010Z,,holding,2024-06-26,0,DE40F208-9783-EE11-8179-002248A401D1,Activités des sièges sociaux,True
SAFYXE,12756,6420Z,,Prise de participations,2024-05-13,1,7178F9B3-5E84-EE11-8179-002248A401D1,Activités des sociétés holding,True
HENRIONNET RAPHAEL,12809,8623Z,,Dentiste- Orthodentiste,2024-03-01,0,7AFE1E65-1E90-EE11-8179-002248A401D1,Pratique dentaire,True
HOTEL KER LANN,12613,5510Z,,Hôtels et hébergement similaire,2023-11-16,0,FF9549E8-0561-EE11-8DF0-002248A401D1,Hôtels et hébergement similaire ,True
AS FAMILY CONCEPT,12256,4332A,,Batiment,2025-04-04,0,9F5A6D2C-4410-EE11-8F6D-002248A401D1,Travaux de menuiserie bois et PVC,True
FAZIGREZ,12259,6820B,,Activité immobilière,2023-12-13,0,BE8AC35C-4510-EE11-8F6D-002248A401D1,Location de terrains et d'autres biens immobiliers,True
FYBA,12260,8891A,,Micro Crèche,2023-12-13,0,4B093C92-4510-EE11-8F6D-002248A401D1,Accueil de jeunes enfants,True
MAYFIT,12290,9313Z,,Club de fitness,2024-09-29,0,F4CAAFDF-2C17-EE11-8F6D-002248A401D1,Activités des centres de culture physique,True
DUFOUR AMENAGEMENT,12158,4312A,,Terrassement,2024-01-29,0,F75CCFF2-DBFE-ED11-8F6E-002248A401D1,Travaux de terrassement courants et travaux préparatoires,True
BARREAU DESSEVRES,12175,IRPP,,,2024-03-28,0,90131071-D503-EE11-8F6E-002248A401D1,,True
CHAUSSUMIER Jocelyne,12180,IRPP,,,2023-06-07,0,78B88D34-6304-EE11-8F6E-002248A401D1,,True
BE-ELEC 49,12295,4321A,,Electricité,2024-06-14,0,EE58721F-B919-EE11-8F6E-002248A401D1,Travaux d'installation électrique dans tous locaux,True
RODA PETIT LMNP,12308,NAN,,Loueur en meublé non professionnel,2023-07-12,0,BCC5C193-C11B-EE11-8F6E-002248A401D1,,True
HUJA Vasile,13033,4331Z,,Plaquiste,2024-03-04,1,948D5291-26D6-EE11-904D-002248A401D1,Travaux de plâtrerie,True
CNPH PIVERDIERE,12952,1516,,Organismes de formation,2024-04-19,27,E3919509-71BF-EE11-9078-002248A401D1,,True
FORINVER,12959,8559A,,Enseignement,2024-04-19,0,F6B3AD32-35C4-EE11-9079-002248A401D1,Formation continue d'adultes,True
DES MINES,12980,6820B,,Location Immobilière,2024-07-01,0,0F1A397E-B9C9-EE11-9079-002248A401D1,Location de terrains et d'autres biens immobiliers,True
7016,12981,6820B,,Location immobilière,2024-07-01,0,F32421EB-B9C9-EE11-9079-002248A401D1,Location de terrains et d'autres biens immobiliers,True
BRAQUEHAIS BENBARA - Villa Caraibes,12983,6820A,,Location en meublée non professionnelle touristique,2024-03-04,0,9B465AEE-95CA-EE11-9079-002248A401D1,Location de logements,True
BIC PATRIMOINE,12989,NAN,,Consultante patrimoniale,,0,7DD0523A-35CB-EE11-9079-002248A401D1,,True
SPES49,12995,6630Z,,HOLDING,2024-02-26,0,8C918DAA-DFCC-EE11-9079-002248A401D1,Gestion de fonds,True
FRAD LIMITED,12996,6820B,,Acquisition et location de biens immobiliers,2025-04-29,0,6CBFE242-12CF-EE11-9079-002248A401D1,Location de terrains et d'autres biens immobiliers,True
FERME DE LA MOTTE,12323,0147Z,,Elevage de volailles,2024-06-13,1,8DEF3183-9220-EE11-9966-002248A401D1,Élevage de volailles,True
AnDo Productions,12924,9002Z,,Régie générale,2024-02-05,0,A10BECD9-C5B9-EE11-A569-002248A401D1,Activités de soutien au spectacle vivant,True
MASQUELEZ Bruno,12936,6622Z,,Agent d'assurance,2024-02-26,0,FFFB3506-96BA-EE11-A569-002248A401D1,Activités des agents et courtiers d'assurances,True
Virginie RIO,12940,9602A,,coiffure,2024-03-15,1,E648D026-C5BA-EE11-A569-002248A401D1,Coiffure,True
DA COSTA Louise LMNP,12941,6820A,,Loueur en meublé non professionnel,2024-06-03,0,11A4BBBA-66BB-EE11-A569-002248A401D1,Location de logements,True
CVD AUTOMOBILES,12942,4511Z,,Commerce de voitures et de véhicules,2024-06-06,0,902BF5DB-72BB-EE11-A569-002248A401D1,Commerce de voitures et de véhicules automobiles légers,True
MARCHAISSE ALINE,12948,3212Z,,Bijouterie Joaillerie,2024-03-22,0,2E6DFFAE-39BC-EE11-A569-002248A401D1,Fabrication d’articles de joaillerie et bijouterie,True
QUALI QROC OUEST,11956,4776Z,,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments",2023-05-09,0,44D886CD-CCD2-ED11-A7C7-002248A401D1,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
DARLAS Adeline,12000,9602B,,Prothésiste ongulaire,2024-02-05,0,3A04B0A0-05D9-ED11-A7C7-002248A401D1,Soins de beauté,True
HAGNEAUX,12058,1071C,,"Boulangerie, pâtisserie, snacking",2023-09-04,5,B3D3A839-C7E5-ED11-A7C7-002248A401D1,Boulangerie et boulangerie-pâtisserie,True
GALATHEE,11899,4711B,,Gestion d'immeuble,2023-05-03,3,7B5F201D-22C7-ED11-B597-002248A401D1,Commerce d'alimentation générale,True
MALABEUX SOLAIRE,11906,3511Z,,Production électrique,2023-05-22,0,270C2FFD-BFC8-ED11-B597-002248A401D1,Production d'électricité,True
ROBICHE Martial,12838,4332B,,Aménagement intérieur et extérieur,2023-12-22,0,7C48CF16-9799-EE11-BE37-002248A401D1,Travaux de menuiserie métallique et serrurerie,True
MAISONNEUVE Nicolas,12848,4332A,,Travaux de menuiserie bois et pvc,2024-01-30,0,2BC4018A-5D9A-EE11-BE37-002248A401D1,Travaux de menuiserie bois et PVC,True
LR CLIMATISATION,12858,4322B,,"Maintenance, pose et dépannage de climatisation",2024-03-06,0,020D2EA9-489F-EE11-BE37-002248A401D1,Travaux d'installation d'équipements thermiques et de climatisation,True
BRIAND GAEL,12467,6820A,,Loueur en meublé non professionnel,2024-04-12,0,77CB0566-5E46-EE11-BE6E-002248A401D1,Location de logements,True
PEYRAS,12577,8690E,,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2023-10-12,0,149133FB-1759-EE11-BE6F-002248A401D1,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
SM SOLUTION METAL,13337,6630Z,,Holding - gestion de fonds,2025-01-06,0,156698E8-383D-EF11-8409-002248A46C1B,Gestion de fonds,True
SCHLICK KARINE,10768,6831Z,IND,MANDATAIRE IMMOBILIER,2022-03-17,0,F018EA35-4FDB-4F97-BC33-030FE98C8194,Agences immobilières,True
GAUDIN Tom,10561,6619B,EURL,Autres activités auxiliaires de services financiers,2022-01-04,0,23E2EDCD-D30C-44CD-82A0-04744AAFD379,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",True
RECT,10533,NAN,SAS,Entreprise générale du bâtiment,2022-01-06,7,141CC75C-26A7-418D-9C3A-0F3CB4979C54,,True
R.CONSEIL,10369,7112B,SARL,Holding active,2021-12-23,0,3F48F078-8E8B-465A-9460-1E88A0154E42,"Ingénierie, études techniques",True
LE CONTROLEUR ITINERANT,10373,7120A,EURL,Contrôle technique itinérant,2022-01-25,0,0DB6914D-BEB8-4F8E-A63D-275A9B08B567,Contrôle technique automobile,True
BELLOIS,10109,4673A,SAS,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2021-12-03,2,74B96858-9036-402F-812D-2B4E833B9FF7,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ,True
DL TECH,07823,9601B,SAS,,2020-02-06,0,2F407864-3321-4599-93C6-2F0D280E7599,Blanchisserie-teinturerie de détail,True
NUT LT,10685,4532Z,,Négoce international spécialisé vente en gros pièces auto,2022-02-04,1,873958BB-560C-4FC1-98FE-31905D256E4D,Commerce de détail d'équipements automobiles,True
